Date,Tray,SeedID,Geno_Cross,Total_Area(cm),germ_date
2/18/2016,3,2D51,D - Ler/ Ws,3.517,1/26/2016
2/18/2016,3,2A21,A - Ws/Col,0,1/26/2016
2/18/2016,3,2G51,G - Ler/Col,12.843,1/26/2016
2/18/2016,3,2B41,B - Col/ Ws,10.14,1/26/2016
2/18/2016,3,2F21,F - Col/Ler,11.967,1/26/2016
2/18/2016,3,2G41,G - Ler/Col,10.858,1/26/2016
2/18/2016,3,2B11,B - Col/ Ws,10.864,1/26/2016
2/18/2016,3,2F31,F - Col/Ler,11.28,1/26/2016
2/18/2016,3,2C21,C - Ws/Ler,13.236,1/26/2016
2/18/2016,3,2G21,G - Ler/Col,0,1/26/2016
2/18/2016,3,2C61,C - Ws/Ler,14.801,1/26/2016
2/18/2016,3,2A11,A - Ws/Col,0,1/26/2016
2/18/2016,3,2B51,B - Col/ Ws,10.647,1/26/2016
2/18/2016,3,2C51,C - Ws/Ler,10.742,1/26/2016
2/18/2016,3,2G61,G - Ler/Col,12.981,1/26/2016
2/20/2016,3,2D31,D - Ler/ Ws,0,1/26/2016
2/20/2016,3,2D61,D - Ler/ Ws,0,1/26/2016
2/20/2016,3,2C31,C - Ws/Ler,13.027,1/26/2016
2/20/2016,3,2A51,A - Ws/Col,0,1/26/2016
2/20/2016,3,2A41,A - Ws/Col,7.589,1/26/2016
2/20/2016,3,2A61,A - Ws/Col,14.78,1/26/2016
2/20/2016,3,2G31,G - Ler/Col,14.225,1/26/2016
2/20/2016,3,2F41,F - Col/Ler,0.595,1/26/2016
2/20/2016,3,2B31,B - Col/ Ws,7.484,1/26/2016
2/20/2016,3,2C11,C - Ws/Ler,1.447,1/26/2016
2/20/2016,3,2F11,F - Col/Ler,4.843,1/26/2016
2/20/2016,3,2F51,F - Col/Ler,12.08,1/26/2016
2/20/2016,3,2D21,D - Ler/ Ws,0,1/26/2016
2/20/2016,3,2C41,C - Ws/Ler,17.172,1/26/2016
2/20/2016,3,2D11,D - Ler/ Ws,0,1/26/2016
2/20/2016,3,2B61,B - Col/ Ws,0,1/26/2016
2/20/2016,3,2G11,G - Ler/Col,15.635,1/26/2016
2/20/2016,3,2A31,A - Ws/Col,15.584,1/26/2016
2/20/2016,3,2F61,F - Col/Ler,12.888,1/26/2016
2/20/2016,3,2B21,B - Col/ Ws,12.117,1/26/2016
2/20/2016,3,2D41,D - Ler/ Ws,3.659,1/26/2016
2/20/2016,3,2D51,D - Ler/ Ws,0,1/26/2016
2/20/2016,3,2A21,A - Ws/Col,4.12,1/26/2016
2/20/2016,3,2G51,G - Ler/Col,14.062,1/26/2016
2/20/2016,3,2B41,B - Col/ Ws,13.019,1/26/2016
2/20/2016,3,2F21,F - Col/Ler,14.693,1/26/2016
2/20/2016,3,2G41,G - Ler/Col,13.835,1/26/2016
2/20/2016,3,2B11,B - Col/ Ws,14.004,1/26/2016
2/20/2016,3,2F31,F - Col/Ler,15.205,1/26/2016
2/20/2016,3,2C21,C - Ws/Ler,16.797,1/26/2016
2/20/2016,3,2G21,G - Ler/Col,0,1/26/2016
2/20/2016,3,2C61,C - Ws/Ler,16.014,1/26/2016
2/20/2016,3,2A11,A - Ws/Col,0,1/26/2016
2/20/2016,3,2B51,B - Col/ Ws,13.079,1/26/2016
2/20/2016,3,2C51,C - Ws/Ler,13.685,1/26/2016
2/20/2016,3,2G61,G - Ler/Col,14.396,1/26/2016
2/22/2016,3,2D31,D - Ler/ Ws,0,1/26/2016
2/22/2016,3,2D61,D - Ler/ Ws,0,1/26/2016
2/22/2016,3,2C31,C - Ws/Ler,17.97,1/26/2016
2/22/2016,3,2A51,A - Ws/Col,0,1/26/2016
2/22/2016,3,2A41,A - Ws/Col,9.546,1/26/2016
2/22/2016,3,2A61,A - Ws/Col,18.979,1/26/2016
2/22/2016,3,2G31,G - Ler/Col,17.577,1/26/2016
2/22/2016,3,2F41,F - Col/Ler,10.209,1/26/2016
2/22/2016,3,2B31,B - Col/ Ws,2.191,1/26/2016
2/22/2016,3,2C11,C - Ws/Ler,6.713,1/26/2016
2/22/2016,3,2F11,F - Col/Ler,8.411,1/26/2016
2/22/2016,3,2F51,F - Col/Ler,15.822,1/26/2016
2/22/2016,3,2D21,D - Ler/ Ws,0,1/26/2016
2/22/2016,3,2C41,C - Ws/Ler,23.597,1/26/2016
2/22/2016,3,2D11,D - Ler/ Ws,0,1/26/2016
2/22/2016,3,2B61,B - Col/ Ws,0,1/26/2016
2/22/2016,3,2G11,G - Ler/Col,19.662,1/26/2016
2/22/2016,3,2A31,A - Ws/Col,19.795,1/26/2016
2/22/2016,3,2F61,F - Col/Ler,17.212,1/26/2016
2/22/2016,3,2B21,B - Col/ Ws,14.961,1/26/2016
2/22/2016,3,2D41,D - Ler/ Ws,4.854,1/26/2016
2/22/2016,3,2D51,D - Ler/ Ws,5.573,1/26/2016
2/22/2016,3,2A21,A - Ws/Col,0,1/26/2016
2/22/2016,3,2G51,G - Ler/Col,19.573,1/26/2016
2/22/2016,3,2B41,B - Col/ Ws,16.369,1/26/2016
2/22/2016,3,2F21,F - Col/Ler,18.351,1/26/2016
2/22/2016,3,2G41,G - Ler/Col,17.234,1/26/2016
2/22/2016,3,2B11,B - Col/ Ws,15.483,1/26/2016
2/22/2016,3,2F31,F - Col/Ler,17.925,1/26/2016
2/22/2016,3,2C21,C - Ws/Ler,21.269,1/26/2016
2/22/2016,3,2G21,G - Ler/Col,0,1/26/2016
2/22/2016,3,2C61,C - Ws/Ler,23.115,1/26/2016
2/22/2016,3,2A11,A - Ws/Col,0,1/26/2016
2/22/2016,3,2B51,B - Col/ Ws,14.686,1/26/2016
2/22/2016,3,2C51,C - Ws/Ler,17.901,1/26/2016
2/22/2016,3,2G61,G - Ler/Col,19.028,1/26/2016
2/24/2016,3,2D31,D - Ler/ Ws,0,1/26/2016
2/24/2016,3,2D61,D - Ler/ Ws,0,1/26/2016
2/24/2016,3,2C31,C - Ws/Ler,23.219,1/26/2016
2/24/2016,3,2A51,A - Ws/Col,0,1/26/2016
2/24/2016,3,2A41,A - Ws/Col,12.448,1/26/2016
2/24/2016,3,2A61,A - Ws/Col,25.374,1/26/2016
2/24/2016,3,2G31,G - Ler/Col,24.777,1/26/2016
2/24/2016,3,2F41,F - Col/Ler,14.311,1/26/2016
2/24/2016,3,2B31,B - Col/ Ws,2.953,1/26/2016
2/24/2016,3,2C11,C - Ws/Ler,9.07,1/26/2016
2/24/2016,3,2F11,F - Col/Ler,11.616,1/26/2016
2/24/2016,3,2F51,F - Col/Ler,19.426,1/26/2016
2/24/2016,3,2D21,D - Ler/ Ws,0,1/26/2016
2/24/2016,3,2C41,C - Ws/Ler,28.65,1/26/2016
2/24/2016,3,2D11,D - Ler/ Ws,0,1/26/2016
2/24/2016,3,2B61,B - Col/ Ws,0,1/26/2016
2/24/2016,3,2G11,G - Ler/Col,26.228,1/26/2016
2/24/2016,3,2A31,A - Ws/Col,24.637,1/26/2016
2/24/2016,3,2F61,F - Col/Ler,21.106,1/26/2016
1/30/2016,4,2D62,D - Ler/ Ws,0.417,1/26/2016
1/30/2016,4,2G22,G - Ler/Col,0.321,1/26/2016
1/30/2016,4,2A42,A - Ws/Col,0.107,1/26/2016
1/30/2016,4,2C42,C - Ws/Ler,0,1/26/2016
1/30/2016,4,2B42,B - Col/ Ws,0.302,1/26/2016
1/30/2016,4,2D22,D - Ler/ Ws,0.511,1/26/2016
1/30/2016,4,2C12,C - Ws/Ler,0.39,1/26/2016
1/30/2016,4,2A52,A - Ws/Col,0.439,1/26/2016
1/30/2016,4,2G52,G - Ler/Col,0.378,1/26/2016
1/30/2016,4,2F52,F - Col/Ler,0.37,1/26/2016
1/30/2016,4,2B52,B - Col/ Ws,0.34,1/26/2016
1/30/2016,4,2F32,F - Col/Ler,0.376,1/26/2016
1/30/2016,4,2A32,A - Ws/Col,0,1/26/2016
1/30/2016,4,2D12,D - Ler/ Ws,0.435,1/26/2016
1/30/2016,4,2B22,B - Col/ Ws,0.379,1/26/2016
1/30/2016,4,2G12,G - Ler/Col,0.273,1/26/2016
1/30/2016,4,2A12,A - Ws/Col,0.282,1/26/2016
1/30/2016,4,2F12,F - Col/Ler,0.429,1/26/2016
1/30/2016,4,2C52,C - Ws/Ler,0,1/26/2016
1/30/2016,4,2G32,G - Ler/Col,0.304,1/26/2016
1/30/2016,4,2G42,G - Ler/Col,0.237,1/26/2016
1/30/2016,4,2F22,F - Col/Ler,0,1/26/2016
1/30/2016,4,2A22,A - Ws/Col,0.335,1/26/2016
1/30/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
1/30/2016,4,2F62,F - Col/Ler,0.356,1/26/2016
1/30/2016,4,2B62,B - Col/ Ws,428,1/26/2016
1/30/2016,4,2C22,C - Ws/Ler,0.427,1/26/2016
1/30/2016,4,2B32,B - Col/ Ws,0,1/26/2016
1/30/2016,4,2D32,D - Ler/ Ws,0.239,1/26/2016
1/30/2016,4,2G62,G - Ler/Col,0.069,1/26/2016
1/30/2016,4,2F42,F - Col/Ler,0.478,1/26/2016
1/30/2016,4,2C62,C - Ws/Ler,0.473,1/26/2016
1/30/2016,4,2A62,A - Ws/Col,0.145,1/26/2016
1/30/2016,4,2B12,B - Col/ Ws,0,1/26/2016
1/30/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
1/30/2016,4,2C32,C - Ws/Ler,0.382,1/26/2016
2/8/2016,4,2D62,D - Ler/ Ws,2.968,1/26/2016
2/8/2016,4,2G22,G - Ler/Col,2.295,1/26/2016
2/8/2016,4,2A42,A - Ws/Col,0.768,1/26/2016
2/8/2016,4,2C42,C - Ws/Ler,2.594,1/26/2016
2/8/2016,4,2B42,B - Col/ Ws,1.908,1/26/2016
2/8/2016,4,2D22,D - Ler/ Ws,3.958,1/26/2016
2/8/2016,4,2C12,C - Ws/Ler,2.637,1/26/2016
2/8/2016,4,2A52,A - Ws/Col,2.883,1/26/2016
2/8/2016,4,2G52,G - Ler/Col,2.509,1/26/2016
2/8/2016,4,2F52,F - Col/Ler,2.325,1/26/2016
2/8/2016,4,2B52,B - Col/ Ws,2.198,1/26/2016
2/8/2016,4,2F32,F - Col/Ler,2.387,1/26/2016
2/8/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/8/2016,4,2D12,D - Ler/ Ws,3.689,1/26/2016
2/8/2016,4,2B22,B - Col/ Ws,2.475,1/26/2016
2/8/2016,4,2G12,G - Ler/Col,2.029,1/26/2016
2/8/2016,4,2A12,A - Ws/Col,2.213,1/26/2016
2/8/2016,4,2F12,F - Col/Ler,2.994,1/26/2016
2/8/2016,4,2C52,C - Ws/Ler,2.032,1/26/2016
2/8/2016,4,2G32,G - Ler/Col,2.268,1/26/2016
2/8/2016,4,2G42,G - Ler/Col,1.794,1/26/2016
2/8/2016,4,2F22,F - Col/Ler,2.042,1/26/2016
2/8/2016,4,2A22,A - Ws/Col,2.561,1/26/2016
2/8/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/8/2016,4,2F62,F - Col/Ler,2.483,1/26/2016
2/8/2016,4,2B62,B - Col/ Ws,2.549,1/26/2016
2/8/2016,4,2C22,C - Ws/Ler,3.352,1/26/2016
2/8/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/8/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/8/2016,4,2G62,G - Ler/Col,3.179,1/26/2016
2/8/2016,4,2F42,F - Col/Ler,2.633,1/26/2016
2/8/2016,4,2C62,C - Ws/Ler,3.371,1/26/2016
2/8/2016,4,2A62,A - Ws/Col,0.929,1/26/2016
2/8/2016,4,2B12,B - Col/ Ws,1.462,1/26/2016
2/8/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/8/2016,4,2C32,C - Ws/Ler,0.462,1/26/2016
2/6/2016,4,2D62,D - Ler/ Ws,2.31,1/26/2016
2/6/2016,4,2G22,G - Ler/Col,1.762,1/26/2016
2/6/2016,4,2A42,A - Ws/Col,0.679,1/26/2016
2/6/2016,4,2C42,C - Ws/Ler,0,1/26/2016
2/6/2016,4,2B42,B - Col/ Ws,1.599,1/26/2016
2/6/2016,4,2D22,D - Ler/ Ws,2.952,1/26/2016
2/6/2016,4,2C12,C - Ws/Ler,1.965,1/26/2016
2/6/2016,4,2A52,A - Ws/Col,2.13,1/26/2016
2/6/2016,4,2G52,G - Ler/Col,2.087,1/26/2016
2/6/2016,4,2F52,F - Col/Ler,1.698,1/26/2016
2/6/2016,4,2B52,B - Col/ Ws,1.632,1/26/2016
2/6/2016,4,2F32,F - Col/Ler,1.869,1/26/2016
2/6/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/6/2016,4,2D12,D - Ler/ Ws,2.504,1/26/2016
2/6/2016,4,2B22,B - Col/ Ws,1.926,1/26/2016
2/6/2016,4,2G12,G - Ler/Col,1.483,1/26/2016
2/6/2016,4,2A12,A - Ws/Col,1.7,1/26/2016
2/6/2016,4,2F12,F - Col/Ler,2.915,1/26/2016
2/6/2016,4,2C52,C - Ws/Ler,0,1/26/2016
2/6/2016,4,2G32,G - Ler/Col,1.649,1/26/2016
2/6/2016,4,2G42,G - Ler/Col,1.32,1/26/2016
2/6/2016,4,2F22,F - Col/Ler,0,1/26/2016
2/6/2016,4,2A22,A - Ws/Col,1.816,1/26/2016
2/6/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/6/2016,4,2F62,F - Col/Ler,1.753,1/26/2016
2/6/2016,4,2B62,B - Col/ Ws,1.713,1/26/2016
2/6/2016,4,2C22,C - Ws/Ler,2.107,1/26/2016
2/6/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/6/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/6/2016,4,2G62,G - Ler/Col,2.054,1/26/2016
2/6/2016,4,2F42,F - Col/Ler,1.699,1/26/2016
2/6/2016,4,2C62,C - Ws/Ler,2.133,1/26/2016
2/6/2016,4,2A62,A - Ws/Col,0.657,1/26/2016
2/6/2016,4,2B12,B - Col/ Ws,1.085,1/26/2016
2/6/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/6/2016,4,2C32,C - Ws/Ler,0.327,1/26/2016
2/4/2016,4,2D62,D - Ler/ Ws,1.338,1/26/2016
2/4/2016,4,2G22,G - Ler/Col,1.022,1/26/2016
2/4/2016,4,2A42,A - Ws/Col,0.337,1/26/2016
2/4/2016,4,2C42,C - Ws/Ler,0,1/26/2016
2/4/2016,4,2B42,B - Col/ Ws,0.928,1/26/2016
2/4/2016,4,2D22,D - Ler/ Ws,1.215,1/26/2016
2/4/2016,4,2C12,C - Ws/Ler,1.753,1/26/2016
2/4/2016,4,2A52,A - Ws/Col,0.928,1/26/2016
2/4/2016,4,2G52,G - Ler/Col,1.26,1/26/2016
2/4/2016,4,2F52,F - Col/Ler,1.076,1/26/2016
2/4/2016,4,2B52,B - Col/ Ws,1.056,1/26/2016
2/4/2016,4,2F32,F - Col/Ler,1.2,1/26/2016
2/4/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/4/2016,4,2D12,D - Ler/ Ws,1.533,1/26/2016
2/4/2016,4,2B22,B - Col/ Ws,1.237,1/26/2016
2/4/2016,4,2G12,G - Ler/Col,0.859,1/26/2016
2/4/2016,4,2A12,A - Ws/Col,0.996,1/26/2016
2/4/2016,4,2F12,F - Col/Ler,2.074,1/26/2016
2/4/2016,4,2C52,C - Ws/Ler,0,1/26/2016
2/4/2016,4,2G32,G - Ler/Col,1.029,1/26/2016
2/4/2016,4,2G42,G - Ler/Col,0.817,1/26/2016
2/4/2016,4,2F22,F - Col/Ler,0,1/26/2016
2/4/2016,4,2A22,A - Ws/Col,1.174,1/26/2016
2/4/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/4/2016,4,2F62,F - Col/Ler,1.182,1/26/2016
2/4/2016,4,2B62,B - Col/ Ws,1.28,1/26/2016
2/4/2016,4,2C22,C - Ws/Ler,1.432,1/26/2016
2/4/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/4/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/4/2016,4,2G62,G - Ler/Col,1.439,1/26/2016
2/4/2016,4,2F42,F - Col/Ler,1.178,1/26/2016
2/4/2016,4,2C62,C - Ws/Ler,1.471,1/26/2016
2/4/2016,4,2A62,A - Ws/Col,0.397,1/26/2016
2/4/2016,4,2B12,B - Col/ Ws,0.736,1/26/2016
2/4/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/4/2016,4,2C32,C - Ws/Ler,0.231,1/26/2016
2/10/2016,4,2D62,D - Ler/ Ws,4.408,1/26/2016
2/10/2016,4,2G22,G - Ler/Col,3.151,1/26/2016
2/10/2016,4,2A42,A - Ws/Col,1.11,1/26/2016
2/10/2016,4,2C42,C - Ws/Ler,1.431,1/26/2016
2/10/2016,4,2B42,B - Col/ Ws,2.636,1/26/2016
2/10/2016,4,2D22,D - Ler/ Ws,5.302,1/26/2016
2/10/2016,4,2C12,C - Ws/Ler,3.57,1/26/2016
2/10/2016,4,2A52,A - Ws/Col,3.783,1/26/2016
2/10/2016,4,2G52,G - Ler/Col,3.417,1/26/2016
2/10/2016,4,2F52,F - Col/Ler,3.252,1/26/2016
2/10/2016,4,2B52,B - Col/ Ws,2.953,1/26/2016
2/10/2016,4,2F32,F - Col/Ler,3.165,1/26/2016
2/10/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/10/2016,4,2D12,D - Ler/ Ws,4.737,1/26/2016
2/10/2016,4,2B22,B - Col/ Ws,3.133,1/26/2016
2/10/2016,4,2G12,G - Ler/Col,2.643,1/26/2016
2/10/2016,4,2A12,A - Ws/Col,2.993,1/26/2016
2/10/2016,4,2F12,F - Col/Ler,3.662,1/26/2016
2/10/2016,4,2C52,C - Ws/Ler,1.876,1/26/2016
2/10/2016,4,2G32,G - Ler/Col,2.964,1/26/2016
2/10/2016,4,2G42,G - Ler/Col,2.326,1/26/2016
2/10/2016,4,2F22,F - Col/Ler,1.211,1/26/2016
2/10/2016,4,2A22,A - Ws/Col,3.358,1/26/2016
2/10/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/10/2016,4,2F62,F - Col/Ler,3.483,1/26/2016
2/10/2016,4,2B62,B - Col/ Ws,3.342,1/26/2016
2/10/2016,4,2C22,C - Ws/Ler,4.465,1/26/2016
2/10/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/10/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/10/2016,4,2G62,G - Ler/Col,4.294,1/26/2016
2/10/2016,4,2F42,F - Col/Ler,3.524,1/26/2016
2/10/2016,4,2C62,C - Ws/Ler,4.494,1/26/2016
2/10/2016,4,2A62,A - Ws/Col,1.699,1/26/2016
2/10/2016,4,2B12,B - Col/ Ws,2.46,1/26/2016
2/10/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/10/2016,4,2C32,C - Ws/Ler,0.753,1/26/2016
2/12/2016,4,2D62,D - Ler/ Ws,6.702,1/26/2016
2/12/2016,4,2G22,G - Ler/Col,4.573,1/26/2016
2/12/2016,4,2A42,A - Ws/Col,1.755,1/26/2016
2/12/2016,4,2C42,C - Ws/Ler,1.747,1/26/2016
2/12/2016,4,2B42,B - Col/ Ws,4.143,1/26/2016
2/12/2016,4,2D22,D - Ler/ Ws,7.359,1/26/2016
2/12/2016,4,2C12,C - Ws/Ler,5.119,1/26/2016
2/12/2016,4,2A52,A - Ws/Col,5.393,1/26/2016
2/12/2016,4,2G52,G - Ler/Col,4.96,1/26/2016
2/12/2016,4,2F52,F - Col/Ler,4.706,1/26/2016
2/12/2016,4,2B52,B - Col/ Ws,4.328,1/26/2016
2/12/2016,4,2F32,F - Col/Ler,4.757,1/26/2016
2/12/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/12/2016,4,2D12,D - Ler/ Ws,6.133,1/26/2016
2/12/2016,4,2B22,B - Col/ Ws,4.677,1/26/2016
2/12/2016,4,2G12,G - Ler/Col,3.812,1/26/2016
2/12/2016,4,2A12,A - Ws/Col,4.346,1/26/2016
2/12/2016,4,2F12,F - Col/Ler,5.296,1/26/2016
2/12/2016,4,2C52,C - Ws/Ler,2.604,1/26/2016
2/12/2016,4,2G32,G - Ler/Col,4.511,1/26/2016
2/12/2016,4,2G42,G - Ler/Col,3.363,1/26/2016
2/12/2016,4,2F22,F - Col/Ler,1.792,1/26/2016
2/12/2016,4,2A22,A - Ws/Col,4.895,1/26/2016
2/12/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/12/2016,4,2F62,F - Col/Ler,5.06,1/26/2016
2/12/2016,4,2B62,B - Col/ Ws,4.784,1/26/2016
2/12/2016,4,2C22,C - Ws/Ler,6.415,1/26/2016
2/12/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/12/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/12/2016,4,2G62,G - Ler/Col,6.247,1/26/2016
2/12/2016,4,2F42,F - Col/Ler,5.245,1/26/2016
2/12/2016,4,2C62,C - Ws/Ler,6.094,1/26/2016
2/12/2016,4,2A62,A - Ws/Col,2.601,1/26/2016
2/12/2016,4,2B12,B - Col/ Ws,3.635,1/26/2016
2/12/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/12/2016,4,2C32,C - Ws/Ler,1.033,1/26/2016
2/14/2016,4,2D62,D - Ler/ Ws,9.112,1/26/2016
2/14/2016,4,2G22,G - Ler/Col,5.895,1/26/2016
2/14/2016,4,2A42,A - Ws/Col,2.29,1/26/2016
2/14/2016,4,2C42,C - Ws/Ler,1.926,1/26/2016
2/14/2016,4,2B42,B - Col/ Ws,5.51,1/26/2016
2/14/2016,4,2D22,D - Ler/ Ws,10.262,1/26/2016
2/14/2016,4,2C12,C - Ws/Ler,6.826,1/26/2016
2/14/2016,4,2A52,A - Ws/Col,6.971,1/26/2016
2/14/2016,4,2G52,G - Ler/Col,6.559,1/26/2016
2/14/2016,4,2F52,F - Col/Ler,6.552,1/26/2016
2/14/2016,4,2B52,B - Col/ Ws,5.983,1/26/2016
2/14/2016,4,2F32,F - Col/Ler,6.527,1/26/2016
2/14/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/14/2016,4,2D12,D - Ler/ Ws,8.341,1/26/2016
2/14/2016,4,2B22,B - Col/ Ws,6.243,1/26/2016
2/14/2016,4,2G12,G - Ler/Col,5.327,1/26/2016
2/14/2016,4,2A12,A - Ws/Col,6.042,1/26/2016
2/14/2016,4,2F12,F - Col/Ler,7.312,1/26/2016
2/14/2016,4,2C52,C - Ws/Ler,3.789,1/26/2016
2/14/2016,4,2G32,G - Ler/Col,6.176,1/26/2016
2/14/2016,4,2G42,G - Ler/Col,4.51,1/26/2016
2/14/2016,4,2F22,F - Col/Ler,2.382,1/26/2016
2/14/2016,4,2A22,A - Ws/Col,6.592,1/26/2016
2/14/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/14/2016,4,2F62,F - Col/Ler,6.52,1/26/2016
2/14/2016,4,2B62,B - Col/ Ws,6.463,1/26/2016
2/14/2016,4,2C22,C - Ws/Ler,8.922,1/26/2016
2/14/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/14/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/14/2016,4,2G62,G - Ler/Col,8.341,1/26/2016
2/14/2016,4,2F42,F - Col/Ler,7.057,1/26/2016
2/14/2016,4,2C62,C - Ws/Ler,7.533,1/26/2016
2/14/2016,4,2A62,A - Ws/Col,3.534,1/26/2016
2/14/2016,4,2B12,B - Col/ Ws,4.821,1/26/2016
2/14/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/14/2016,4,2C32,C - Ws/Ler,1.613,1/26/2016
2/16/2016,4,2D62,D - Ler/ Ws,12.193,1/26/2016
2/16/2016,4,2G22,G - Ler/Col,7.745,1/26/2016
2/16/2016,4,2A42,A - Ws/Col,3.355,1/26/2016
2/16/2016,4,2C42,C - Ws/Ler,3.136,1/26/2016
2/16/2016,4,2B42,B - Col/ Ws,7.768,1/26/2016
2/16/2016,4,2D22,D - Ler/ Ws,15.339,1/26/2016
2/16/2016,4,2C12,C - Ws/Ler,9.324,1/26/2016
2/16/2016,4,2A52,A - Ws/Col,10.86,1/26/2016
2/16/2016,4,2G52,G - Ler/Col,9.404,1/26/2016
2/16/2016,4,2F52,F - Col/Ler,9.078,1/26/2016
2/16/2016,4,2B52,B - Col/ Ws,8.965,1/26/2016
2/16/2016,4,2F32,F - Col/Ler,10.059,1/26/2016
2/16/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/16/2016,4,2D12,D - Ler/ Ws,12.136,1/26/2016
2/16/2016,4,2B22,B - Col/ Ws,9.435,1/26/2016
2/16/2016,4,2G12,G - Ler/Col,8.234,1/26/2016
2/16/2016,4,2A12,A - Ws/Col,8.861,1/26/2016
2/16/2016,4,2F12,F - Col/Ler,10.605,1/26/2016
2/16/2016,4,2C52,C - Ws/Ler,5.816,1/26/2016
2/16/2016,4,2G32,G - Ler/Col,9.498,1/26/2016
2/16/2016,4,2G42,G - Ler/Col,6.618,1/26/2016
2/16/2016,4,2F22,F - Col/Ler,3.599,1/26/2016
2/16/2016,4,2A22,A - Ws/Col,10.417,1/26/2016
2/16/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/16/2016,4,2F62,F - Col/Ler,9.247,1/26/2016
2/16/2016,4,2B62,B - Col/ Ws,9.422,1/26/2016
2/16/2016,4,2C22,C - Ws/Ler,13.419,1/26/2016
2/16/2016,4,2B32,B - Col/ Ws,0,1/26/2016
2/16/2016,4,2D32,D - Ler/ Ws,0,1/26/2016
2/16/2016,4,2G62,G - Ler/Col,12.206,1/26/2016
2/16/2016,4,2F42,F - Col/Ler,10.946,1/26/2016
2/16/2016,4,2C62,C - Ws/Ler,12.023,1/26/2016
2/16/2016,4,2A62,A - Ws/Col,5.009,1/26/2016
2/16/2016,4,2B12,B - Col/ Ws,7.069,1/26/2016
2/16/2016,4,2D52,D - Ler/ Ws,0,1/26/2016
2/16/2016,4,2C32,C - Ws/Ler,1.982,1/26/2016
2/18/2016,4,2D62,D - Ler/ Ws,18.688,1/26/2016
2/18/2016,4,2G22,G - Ler/Col,11.481,1/26/2016
2/18/2016,4,2A42,A - Ws/Col,5.128,1/26/2016
2/18/2016,4,2C42,C - Ws/Ler,4.328,1/26/2016
2/18/2016,4,2B42,B - Col/ Ws,11.989,1/26/2016
2/18/2016,4,2D22,D - Ler/ Ws,23.267,1/26/2016
2/18/2016,4,2C12,C - Ws/Ler,13.716,1/26/2016
2/18/2016,4,2A52,A - Ws/Col,14.3,1/26/2016
2/18/2016,4,2G52,G - Ler/Col,13.425,1/26/2016
2/18/2016,4,2F52,F - Col/Ler,13.656,1/26/2016
2/18/2016,4,2B52,B - Col/ Ws,12.509,1/26/2016
2/18/2016,4,2F32,F - Col/Ler,14.511,1/26/2016
2/18/2016,4,2A32,A - Ws/Col,0,1/26/2016
2/18/2016,4,2D12,D - Ler/ Ws,19.317,1/26/2016
2/18/2016,4,2B22,B - Col/ Ws,11.771,1/26/2016
2/18/2016,4,2G12,G - Ler/Col,11.625,1/26/2016
2/18/2016,4,2A12,A - Ws/Col,12.595,1/26/2016
2/18/2016,4,2F12,F - Col/Ler,14.017,1/26/2016
2/18/2016,4,2C52,C - Ws/Ler,8.037,1/26/2016
2/18/2016,4,2G32,G - Ler/Col,13.006,1/26/2016
2/18/2016,4,2G42,G - Ler/Col,9.758,1/26/2016
2/18/2016,4,2F22,F - Col/Ler,5.133,1/26/2016
2/18/2016,4,2A22,A - Ws/Col,15,1/26/2016
2/18/2016,4,2D42,D - Ler/ Ws,0,1/26/2016
2/18/2016,4,2F62,F - Col/Ler,13.434,1/26/2016
